date,access_method,referrer_type,pageviews
2016-08-01,desktop,external,96078
2016-08-01,desktop,external (search engine),2890275
2016-08-01,desktop,internal,2596248
2016-08-01,desktop,none,822682
2016-08-01,mobile app,none,302679
2016-08-01,mobile web,external,63219
2016-08-01,mobile web,external (search engine),3772127
2016-08-01,mobile web,internal,1377644
2016-08-01,mobile web,none,3120526
2016-08-02,desktop,external,94784
2016-08-02,desktop,external (search engine),2856713
2016-08-02,desktop,internal,2464604
2016-08-02,desktop,none,868529
2016-08-02,mobile app,none,290465
2016-08-02,mobile web,external,65787
2016-08-02,mobile web,external (search engine),3703922
2016-08-02,mobile web,internal,1343290
2016-08-02,mobile web,none,3053158
2016-08-03,desktop,external,94437
2016-08-03,desktop,external (search engine),2758857
2016-08-03,desktop,internal,2434021
2016-08-03,desktop,none,778037
2016-08-03,mobile app,none,280396
2016-08-03,mobile web,external,57924
2016-08-03,mobile web,external (search engine),3589969
2016-08-03,mobile web,internal,1280168
2016-08-03,mobile web,none,2975946
2016-08-04,desktop,external,90344
2016-08-04,desktop,external (search engine),2699589
2016-08-04,desktop,internal,2403438
2016-08-04,desktop,none,795634
2016-08-04,mobile app,none,279619
2016-08-04,mobile web,external,55831
2016-08-04,mobile web,external (search engine),3620278
2016-08-04,mobile web,internal,1277038
2016-08-04,mobile web,none,2979031
2016-08-05,desktop,external,90891
2016-08-05,desktop,external (search engine),2614105
2016-08-05,desktop,internal,2395141
2016-08-05,desktop,none,814547
2016-08-05,mobile app,none,293059
2016-08-05,mobile web,external,57275
2016-08-05,mobile web,external (search engine),3803774
2016-08-05,mobile web,internal,1355749
2016-08-05,mobile web,none,3080629
2016-08-06,desktop,external,75791
2016-08-06,desktop,external (search engine),1825585
2016-08-06,desktop,internal,1872616
2016-08-06,desktop,none,836931
2016-08-06,mobile app,none,305538
2016-08-06,mobile web,external,75960
2016-08-06,mobile web,external (search engine),3935287
2016-08-06,mobile web,internal,1347038
2016-08-06,mobile web,none,3058237
2016-08-07,desktop,external,73795
2016-08-07,desktop,external (search engine),1852357
2016-08-07,desktop,internal,1870863
2016-08-07,desktop,none,692754
2016-08-07,mobile app,none,341702
2016-08-07,mobile web,external,63857
2016-08-07,mobile web,external (search engine),4399437
2016-08-07,mobile web,internal,1510741
2016-08-07,mobile web,none,3262645
2016-08-08,desktop,external,92170
2016-08-08,desktop,external (search engine),2581001
2016-08-08,desktop,internal,2391883
2016-08-08,desktop,none,867185
2016-08-08,mobile app,none,309958
2016-08-08,mobile web,external,54819
2016-08-08,mobile web,external (search engine),4029721
2016-08-08,mobile web,internal,1392617
2016-08-08,mobile web,none,3127118
2016-08-09,desktop,external,92971
2016-08-09,desktop,external (search engine),2541811
2016-08-09,desktop,internal,2259760
2016-08-09,desktop,none,853625
2016-08-09,mobile app,none,305177
2016-08-09,mobile web,external,57824
2016-08-09,mobile web,external (search engine),4044825
2016-08-09,mobile web,internal,1374564
2016-08-09,mobile web,none,3128784
2016-08-10,desktop,external,87783
2016-08-10,desktop,external (search engine),2526801
2016-08-10,desktop,internal,2223180
2016-08-10,desktop,none,1049086
2016-08-10,mobile app,none,307939
2016-08-10,mobile web,external,59412
2016-08-10,mobile web,external (search engine),4093225
2016-08-10,mobile web,internal,1370756
2016-08-10,mobile web,none,3143954
2016-08-11,desktop,external,88554
2016-08-11,desktop,external (search engine),2491722
2016-08-11,desktop,internal,2268480
2016-08-11,desktop,none,989637
2016-08-11,mobile app,none,305121
2016-08-11,mobile web,external,61202
2016-08-11,mobile web,external (search engine),4052952
2016-08-11,mobile web,internal,1395146
2016-08-11,mobile web,none,3129738
2016-08-12,desktop,external,90593
2016-08-12,desktop,external (search engine),2329586
2016-08-12,desktop,internal,2135267
2016-08-12,desktop,none,851751
2016-08-12,mobile app,none,304973
2016-08-12,mobile web,external,65214
2016-08-12,mobile web,external (search engine),4061542
2016-08-12,mobile web,internal,1390517
2016-08-12,mobile web,none,3090670
2016-08-13,desktop,external,68367
2016-08-13,desktop,external (search engine),1739086
2016-08-13,desktop,internal,1838856
2016-08-13,desktop,none,706798
2016-08-13,mobile app,none,303368
2016-08-13,mobile web,external,56128
2016-08-13,mobile web,external (search engine),3955875
2016-08-13,mobile web,internal,1357569
2016-08-13,mobile web,none,3015256
2016-08-14,desktop,external,69278
2016-08-14,desktop,external (search engine),1743598
2016-08-14,desktop,internal,1798447
2016-08-14,desktop,none,665273
2016-08-14,mobile app,none,341018
2016-08-14,mobile web,external,72843
2016-08-14,mobile web,external (search engine),4389652
2016-08-14,mobile web,internal,1509099
2016-08-14,mobile web,none,3187457
2016-08-15,desktop,external,71599
2016-08-15,desktop,external (search engine),1714279
2016-08-15,desktop,internal,1725762
2016-08-15,desktop,none,757707
2016-08-15,mobile app,none,337778
2016-08-15,mobile web,external,72420
2016-08-15,mobile web,external (search engine),4317780
2016-08-15,mobile web,internal,1496138
2016-08-15,mobile web,none,3147109
2016-08-16,desktop,external,84683
2016-08-16,desktop,external (search engine),2420799
2016-08-16,desktop,internal,2257012
2016-08-16,desktop,none,916024
2016-08-16,mobile app,none,339422
2016-08-16,mobile web,external,73138
2016-08-16,mobile web,external (search engine),4414608
2016-08-16,mobile web,internal,1560689
2016-08-16,mobile web,none,3307578
2016-08-17,desktop,external,86127
2016-08-17,desktop,external (search engine),2516772
2016-08-17,desktop,internal,2371589
2016-08-17,desktop,none,874912
2016-08-17,mobile app,none,345795
2016-08-17,mobile web,external,84756
2016-08-17,mobile web,external (search engine),4565886
2016-08-17,mobile web,internal,1610410
2016-08-17,mobile web,none,3387116
2016-08-18,desktop,external,87731
2016-08-18,desktop,external (search engine),2577023
2016-08-18,desktop,internal,2394139
2016-08-18,desktop,none,853123
2016-08-18,mobile app,none,344162
2016-08-18,mobile web,external,68438
2016-08-18,mobile web,external (search engine),4612748
2016-08-18,mobile web,internal,1625568
2016-08-18,mobile web,none,3364529
2016-08-19,desktop,external,83137
2016-08-19,desktop,external (search engine),2469976
2016-08-19,desktop,internal,2285561
2016-08-19,desktop,none,780985
2016-08-19,mobile app,none,344063
2016-08-19,mobile web,external,63140
2016-08-19,mobile web,external (search engine),4644545
2016-08-19,mobile web,internal,1587355
2016-08-19,mobile web,none,3298145
2016-08-20,desktop,external,75876
2016-08-20,desktop,external (search engine),2039841
2016-08-20,desktop,internal,1977060
2016-08-20,desktop,none,778210
2016-08-20,mobile app,none,355273
2016-08-20,mobile web,external,67883
2016-08-20,mobile web,external (search engine),4682092
2016-08-20,mobile web,internal,1604757
2016-08-20,mobile web,none,3301233
2016-08-21,desktop,external,79447
2016-08-21,desktop,external (search engine),2066436
2016-08-21,desktop,internal,2117084
2016-08-21,desktop,none,791376
2016-08-21,mobile app,none,381962
2016-08-21,mobile web,external,65239
2016-08-21,mobile web,external (search engine),5122143
2016-08-21,mobile web,internal,1752338
2016-08-21,mobile web,none,3505933
2016-08-22,desktop,external,102737
2016-08-22,desktop,external (search engine),2996517
2016-08-22,desktop,internal,2716935
2016-08-22,desktop,none,992024
2016-08-22,mobile app,none,341445
2016-08-22,mobile web,external,65119
2016-08-22,mobile web,external (search engine),4557708
2016-08-22,mobile web,internal,1612237
2016-08-22,mobile web,none,3318147
2016-08-23,desktop,external,99460
2016-08-23,desktop,external (search engine),3061869
2016-08-23,desktop,internal,2732667
2016-08-23,desktop,none,916818
2016-08-23,mobile app,none,332717
2016-08-23,mobile web,external,62686
2016-08-23,mobile web,external (search engine),4578395
2016-08-23,mobile web,internal,1561328
2016-08-23,mobile web,none,3322369
2016-08-24,desktop,external,108347
2016-08-24,desktop,external (search engine),3125662
2016-08-24,desktop,internal,2636677
2016-08-24,desktop,none,907416
2016-08-24,mobile app,none,352561
2016-08-24,mobile web,external,75814
2016-08-24,mobile web,external (search engine),5021973
2016-08-24,mobile web,internal,1549501
2016-08-24,mobile web,none,3369886
2016-08-25,desktop,external,96319
2016-08-25,desktop,external (search engine),3071928
2016-08-25,desktop,internal,2665809
2016-08-25,desktop,none,1038444
2016-08-25,mobile app,none,331556
2016-08-25,mobile web,external,92123
2016-08-25,mobile web,external (search engine),4663132
2016-08-25,mobile web,internal,1520755
2016-08-25,mobile web,none,3314485
2016-08-26,desktop,external,92215
2016-08-26,desktop,external (search engine),2882221
2016-08-26,desktop,internal,2554898
2016-08-26,desktop,none,945631
2016-08-26,mobile app,none,323308
2016-08-26,mobile web,external,95027
2016-08-26,mobile web,external (search engine),4471050
2016-08-26,mobile web,internal,1494445
2016-08-26,mobile web,none,3181847
2016-08-27,desktop,external,81048
2016-08-27,desktop,external (search engine),2100789
2016-08-27,desktop,internal,1974800
2016-08-27,desktop,none,727597
2016-08-27,mobile app,none,338532
2016-08-27,mobile web,external,99289
2016-08-27,mobile web,external (search engine),4570189
2016-08-27,mobile web,internal,1522620
2016-08-27,mobile web,none,3210369
2016-08-28,desktop,external,82198
2016-08-28,desktop,external (search engine),2190938
2016-08-28,desktop,internal,2087519
2016-08-28,desktop,none,784064
2016-08-28,mobile app,none,360620
2016-08-28,mobile web,external,94297
2016-08-28,mobile web,external (search engine),4884869
2016-08-28,mobile web,internal,1691493
2016-08-28,mobile web,none,3422804
2016-08-29,desktop,external,110463
2016-08-29,desktop,external (search engine),3413754
2016-08-29,desktop,internal,2888444
2016-08-29,desktop,none,947858
2016-08-29,mobile app,none,330912
2016-08-29,mobile web,external,91384
2016-08-29,mobile web,external (search engine),4600672
2016-08-29,mobile web,internal,1555087
2016-08-29,mobile web,none,3336995
2016-08-30,desktop,external,114936
2016-08-30,desktop,external (search engine),3601101
2016-08-30,desktop,internal,3098433
2016-08-30,desktop,none,940818
2016-08-30,mobile app,none,348745
2016-08-30,mobile web,external,83722
2016-08-30,mobile web,external (search engine),4775698
2016-08-30,mobile web,internal,1636519
2016-08-30,mobile web,none,3433968
2016-08-31,desktop,external,113580
2016-08-31,desktop,external (search engine),3579282
2016-08-31,desktop,internal,3305637
2016-08-31,desktop,none,970321
2016-08-31,mobile app,none,328733
2016-08-31,mobile web,external,79561
2016-08-31,mobile web,external (search engine),4777950
2016-08-31,mobile web,internal,1556526
2016-08-31,mobile web,none,3351549
2016-09-01,desktop,external,103246
2016-09-01,desktop,external (search engine),3428552
2016-09-01,desktop,internal,2858996
2016-09-01,desktop,none,927724
2016-09-01,mobile app,none,312675
2016-09-01,mobile web,external,74653
2016-09-01,mobile web,external (search engine),4470936
2016-09-01,mobile web,internal,1429169
2016-09-01,mobile web,none,3212410
2016-09-02,desktop,external,103292
2016-09-02,desktop,external (search engine),3188798
2016-09-02,desktop,internal,2672297
2016-09-02,desktop,none,912369
2016-09-02,mobile app,none,305052
2016-09-02,mobile web,external,74321
2016-09-02,mobile web,external (search engine),4458914
2016-09-02,mobile web,internal,1403206
2016-09-02,mobile web,none,3152614
2016-09-03,desktop,external,80696
2016-09-03,desktop,external (search engine),2297238
2016-09-03,desktop,internal,2071946
2016-09-03,desktop,none,764440
2016-09-03,mobile app,none,325626
2016-09-03,mobile web,external,77280
2016-09-03,mobile web,external (search engine),4561450
2016-09-03,mobile web,internal,1450083
2016-09-03,mobile web,none,3186511
2016-09-04,desktop,external,83151
2016-09-04,desktop,external (search engine),2499127
2016-09-04,desktop,internal,2245317
2016-09-04,desktop,none,835120
2016-09-04,mobile app,none,386112
2016-09-04,mobile web,external,85181
2016-09-04,mobile web,external (search engine),5301182
2016-09-04,mobile web,internal,1738165
2016-09-04,mobile web,none,3585833
2016-09-05,desktop,external,122534
2016-09-05,desktop,external (search engine),3652140
2016-09-05,desktop,internal,2936465
2016-09-05,desktop,none,908267
2016-09-05,mobile app,none,336359
2016-09-05,mobile web,external,75068
2016-09-05,mobile web,external (search engine),4858668
2016-09-05,mobile web,internal,1580452
2016-09-05,mobile web,none,3413263
2016-09-06,desktop,external,110476
2016-09-06,desktop,external (search engine),3664886
2016-09-06,desktop,internal,3035240
2016-09-06,desktop,none,975588
2016-09-06,mobile app,none,328548
2016-09-06,mobile web,external,68510
2016-09-06,mobile web,external (search engine),4776944
2016-09-06,mobile web,internal,1549661
2016-09-06,mobile web,none,3330478
2016-09-07,desktop,external,106281
2016-09-07,desktop,external (search engine),3554345
2016-09-07,desktop,internal,2871883
2016-09-07,desktop,none,903790
2016-09-07,mobile app,none,305693
2016-09-07,mobile web,external,60102
2016-09-07,mobile web,external (search engine),4472502
2016-09-07,mobile web,internal,1464282
2016-09-07,mobile web,none,3220169
2016-09-08,desktop,external,107887
2016-09-08,desktop,external (search engine),3436159
2016-09-08,desktop,internal,2799300
2016-09-08,desktop,none,946363
2016-09-08,mobile app,none,308140
2016-09-08,mobile web,external,61059
2016-09-08,mobile web,external (search engine),4401506
2016-09-08,mobile web,internal,1463987
2016-09-08,mobile web,none,3182762
2016-09-09,desktop,external,101017
2016-09-09,desktop,external (search engine),3218943
2016-09-09,desktop,internal,2710894
2016-09-09,desktop,none,887854
2016-09-09,mobile app,none,293676
2016-09-09,mobile web,external,57210
2016-09-09,mobile web,external (search engine),4253659
2016-09-09,mobile web,internal,1370876
2016-09-09,mobile web,none,3054309
2016-09-10,desktop,external,81348
2016-09-10,desktop,external (search engine),2332454
2016-09-10,desktop,internal,2067854
2016-09-10,desktop,none,812501
2016-09-10,mobile app,none,325520
2016-09-10,mobile web,external,56434
2016-09-10,mobile web,external (search engine),4584075
2016-09-10,mobile web,internal,1434114
2016-09-10,mobile web,none,3189600
2016-09-11,desktop,external,88544
2016-09-11,desktop,external (search engine),2477476
2016-09-11,desktop,internal,2155248
2016-09-11,desktop,none,1013446
2016-09-11,mobile app,none,359171
2016-09-11,mobile web,external,77568
2016-09-11,mobile web,external (search engine),5074173
2016-09-11,mobile web,internal,1611283
2016-09-11,mobile web,none,3455414
2016-09-12,desktop,external,108161
2016-09-12,desktop,external (search engine),3563199
2016-09-12,desktop,internal,2851115
2016-09-12,desktop,none,875783
2016-09-12,mobile app,none,305798
2016-09-12,mobile web,external,62310
2016-09-12,mobile web,external (search engine),4467700
2016-09-12,mobile web,internal,1421218
2016-09-12,mobile web,none,3174561
2016-09-13,desktop,external,108993
2016-09-13,desktop,external (search engine),3497057
2016-09-13,desktop,internal,2723945
2016-09-13,desktop,none,849888
2016-09-13,mobile app,none,285882
2016-09-13,mobile web,external,59258
2016-09-13,mobile web,external (search engine),4293123
2016-09-13,mobile web,internal,1311058
2016-09-13,mobile web,none,3026835
2016-09-14,desktop,external,109610
2016-09-14,desktop,external (search engine),3352244
2016-09-14,desktop,internal,2497318
2016-09-14,desktop,none,902435
2016-09-14,mobile app,none,267427
2016-09-14,mobile web,external,61708
2016-09-14,mobile web,external (search engine),4149584
2016-09-14,mobile web,internal,1238089
2016-09-14,mobile web,none,2954400
2016-09-15,desktop,external,111632
2016-09-15,desktop,external (search engine),3645947
2016-09-15,desktop,internal,2623884
2016-09-15,desktop,none,1023573
2016-09-15,mobile app,none,269120
2016-09-15,mobile web,external,65817
2016-09-15,mobile web,external (search engine),4274254
2016-09-15,mobile web,internal,1275295
2016-09-15,mobile web,none,3000937
2016-09-16,desktop,external,106724
2016-09-16,desktop,external (search engine),3315838
2016-09-16,desktop,internal,2540135
2016-09-16,desktop,none,969862
2016-09-16,mobile app,none,274231
2016-09-16,mobile web,external,64713
2016-09-16,mobile web,external (search engine),4267505
2016-09-16,mobile web,internal,1281914
2016-09-16,mobile web,none,3031218
2016-09-17,desktop,external,84355
2016-09-17,desktop,external (search engine),2459503
2016-09-17,desktop,internal,1992358
2016-09-17,desktop,none,709169
2016-09-17,mobile app,none,293734
2016-09-17,mobile web,external,61578
2016-09-17,mobile web,external (search engine),4403668
2016-09-17,mobile web,internal,1369191
2016-09-17,mobile web,none,3090148
2016-09-18,desktop,external,89491
2016-09-18,desktop,external (search engine),2631928
2016-09-18,desktop,internal,2161818
2016-09-18,desktop,none,795059
2016-09-18,mobile app,none,329391
2016-09-18,mobile web,external,65665
2016-09-18,mobile web,external (search engine),5087605
2016-09-18,mobile web,internal,1577988
2016-09-18,mobile web,none,3441095
2016-09-19,desktop,external,113349
2016-09-19,desktop,external (search engine),3619252
2016-09-19,desktop,internal,2678872
2016-09-19,desktop,none,886132
2016-09-19,mobile app,none,270734
2016-09-19,mobile web,external,64862
2016-09-19,mobile web,external (search engine),4396168
2016-09-19,mobile web,internal,1290965
2016-09-19,mobile web,none,3081948
2016-09-20,desktop,external,113632
2016-09-20,desktop,external (search engine),3464978
2016-09-20,desktop,internal,2571963
2016-09-20,desktop,none,806648
2016-09-20,mobile app,none,248089
2016-09-20,mobile web,external,67853
2016-09-20,mobile web,external (search engine),4148990
2016-09-20,mobile web,internal,1212427
2016-09-20,mobile web,none,2930190
2016-09-21,desktop,external,116688
2016-09-21,desktop,external (search engine),3508909
2016-09-21,desktop,internal,2592745
2016-09-21,desktop,none,872523
2016-09-21,mobile app,none,247957
2016-09-21,mobile web,external,63875
2016-09-21,mobile web,external (search engine),4205741
2016-09-21,mobile web,internal,1218601
2016-09-21,mobile web,none,2945256
2016-09-22,desktop,external,112029
2016-09-22,desktop,external (search engine),3439278
2016-09-22,desktop,internal,2508795
2016-09-22,desktop,none,846485
2016-09-22,mobile app,none,247500
2016-09-22,mobile web,external,62545
2016-09-22,mobile web,external (search engine),4151415
2016-09-22,mobile web,internal,1221221
2016-09-22,mobile web,none,2918497
2016-09-23,desktop,external,109014
2016-09-23,desktop,external (search engine),3135051
2016-09-23,desktop,internal,2341906
2016-09-23,desktop,none,1053282
2016-09-23,mobile app,none,247066
2016-09-23,mobile web,external,72208
2016-09-23,mobile web,external (search engine),4010626
2016-09-23,mobile web,internal,1198670
2016-09-23,mobile web,none,2845804
2016-09-24,desktop,external,87637
2016-09-24,desktop,external (search engine),2231456
2016-09-24,desktop,internal,1905221
2016-09-24,desktop,none,792417
2016-09-24,mobile app,none,273778
2016-09-24,mobile web,external,72410
2016-09-24,mobile web,external (search engine),4266855
2016-09-24,mobile web,internal,1280988
2016-09-24,mobile web,none,2977959
2016-09-25,desktop,external,88844
2016-09-25,desktop,external (search engine),2470513
2016-09-25,desktop,internal,1986350
2016-09-25,desktop,none,792767
2016-09-25,mobile app,none,307730
2016-09-25,mobile web,external,68417
2016-09-25,mobile web,external (search engine),4909610
2016-09-25,mobile web,internal,1486970
2016-09-25,mobile web,none,3258989
2016-09-26,desktop,external,118997
2016-09-26,desktop,external (search engine),3544119
2016-09-26,desktop,internal,2530708
2016-09-26,desktop,none,1163357
2016-09-26,mobile app,none,258822
2016-09-26,mobile web,external,62570
2016-09-26,mobile web,external (search engine),4250480
2016-09-26,mobile web,internal,1238869
2016-09-26,mobile web,none,2929019
2016-09-27,desktop,external,116612
2016-09-27,desktop,external (search engine),3462838
2016-09-27,desktop,internal,2492898
2016-09-27,desktop,none,930476
2016-09-27,mobile app,none,242665
2016-09-27,mobile web,external,63114
2016-09-27,mobile web,external (search engine),4125664
2016-09-27,mobile web,internal,1209578
2016-09-27,mobile web,none,2873403
2016-09-28,desktop,external,113437
2016-09-28,desktop,external (search engine),3420408
2016-09-28,desktop,internal,2414221
2016-09-28,desktop,none,912419
2016-09-28,mobile app,none,246953
2016-09-28,mobile web,external,58632
2016-09-28,mobile web,external (search engine),4122478
2016-09-28,mobile web,internal,1214533
2016-09-28,mobile web,none,2859881
2016-09-29,desktop,external,116452
2016-09-29,desktop,external (search engine),3401775
2016-09-29,desktop,internal,2423490
2016-09-29,desktop,none,914489
2016-09-29,mobile app,none,238034
2016-09-29,mobile web,external,62670
2016-09-29,mobile web,external (search engine),4081659
2016-09-29,mobile web,internal,1191880
2016-09-29,mobile web,none,2837889
2016-09-30,desktop,external,109681
2016-09-30,desktop,external (search engine),3056822
2016-09-30,desktop,internal,2345937
2016-09-30,desktop,none,770481
2016-09-30,mobile app,none,238316
2016-09-30,mobile web,external,57826
2016-09-30,mobile web,external (search engine),3996767
2016-09-30,mobile web,internal,1195842
2016-09-30,mobile web,none,2793105
2016-10-01,desktop,external,89474
2016-10-01,desktop,external (search engine),2404769
2016-10-01,desktop,internal,1936006
2016-10-01,desktop,none,810087
2016-10-01,mobile app,none,280387
2016-10-01,mobile web,external,62743
2016-10-01,mobile web,external (search engine),4574760
2016-10-01,mobile web,internal,1395075
2016-10-01,mobile web,none,3051925
2016-10-02,desktop,external,97621
2016-10-02,desktop,external (search engine),2624575
2016-10-02,desktop,internal,2082093
2016-10-02,desktop,none,885547
2016-10-02,mobile app,none,307578
2016-10-02,mobile web,external,67252
2016-10-02,mobile web,external (search engine),5179525
2016-10-02,mobile web,internal,1597071
2016-10-02,mobile web,none,3360831
2016-10-03,desktop,external,121454
2016-10-03,desktop,external (search engine),3537772
2016-10-03,desktop,internal,2747018
2016-10-03,desktop,none,949215
2016-10-03,mobile app,none,244900
2016-10-03,mobile web,external,60401
2016-10-03,mobile web,external (search engine),4312226
2016-10-03,mobile web,internal,1311812
2016-10-03,mobile web,none,2931725
2016-10-04,desktop,external,115770
2016-10-04,desktop,external (search engine),3563990
2016-10-04,desktop,internal,2562434
2016-10-04,desktop,none,1137273
2016-10-04,mobile app,none,242876
2016-10-04,mobile web,external,62730
2016-10-04,mobile web,external (search engine),4288548
2016-10-04,mobile web,internal,1291296
2016-10-04,mobile web,none,2914421
2016-10-05,desktop,external,122434
2016-10-05,desktop,external (search engine),3537789
2016-10-05,desktop,internal,2554809
2016-10-05,desktop,none,972140
2016-10-05,mobile app,none,236652
2016-10-05,mobile web,external,86117
2016-10-05,mobile web,external (search engine),4298510
2016-10-05,mobile web,internal,1320241
2016-10-05,mobile web,none,2905736
2016-10-06,desktop,external,116715
2016-10-06,desktop,external (search engine),3444949
2016-10-06,desktop,internal,2427211
2016-10-06,desktop,none,977949
2016-10-06,mobile app,none,227049
2016-10-06,mobile web,external,78064
2016-10-06,mobile web,external (search engine),4188081
2016-10-06,mobile web,internal,1244651
2016-10-06,mobile web,none,2821205
2016-10-07,desktop,external,104987
2016-10-07,desktop,external (search engine),3119351
2016-10-07,desktop,internal,2420850
2016-10-07,desktop,none,874958
2016-10-07,mobile app,none,226238
2016-10-07,mobile web,external,62538
2016-10-07,mobile web,external (search engine),3943071
2016-10-07,mobile web,internal,1291511
2016-10-07,mobile web,none,2759603
2016-10-08,desktop,external,90494
2016-10-08,desktop,external (search engine),2405088
2016-10-08,desktop,internal,2122754
2016-10-08,desktop,none,880644
2016-10-08,mobile app,none,258282
2016-10-08,mobile web,external,59880
2016-10-08,mobile web,external (search engine),4337379
2016-10-08,mobile web,internal,1506469
2016-10-08,mobile web,none,3018682
2016-10-09,desktop,external,100852
2016-10-09,desktop,external (search engine),2735278
2016-10-09,desktop,internal,2267919
2016-10-09,desktop,none,938516
2016-10-09,mobile app,none,310225
2016-10-09,mobile web,external,71310
2016-10-09,mobile web,external (search engine),5323345
2016-10-09,mobile web,internal,1844801
2016-10-09,mobile web,none,3497532
2016-10-10,desktop,external,120525
2016-10-10,desktop,external (search engine),3574958
2016-10-10,desktop,internal,2668625
2016-10-10,desktop,none,1014624
2016-10-10,mobile app,none,242312
2016-10-10,mobile web,external,60807
2016-10-10,mobile web,external (search engine),4371719
2016-10-10,mobile web,internal,1437027
2016-10-10,mobile web,none,2984938
2016-10-11,desktop,external,114805
2016-10-11,desktop,external (search engine),3542305
2016-10-11,desktop,internal,2542835
2016-10-11,desktop,none,1010651
2016-10-11,mobile app,none,232876
2016-10-11,mobile web,external,60378
2016-10-11,mobile web,external (search engine),4372050
2016-10-11,mobile web,internal,1350383
2016-10-11,mobile web,none,2917614
2016-10-12,desktop,external,116386
2016-10-12,desktop,external (search engine),3338623
2016-10-12,desktop,internal,2394685
2016-10-12,desktop,none,967930
2016-10-12,mobile app,none,227927
2016-10-12,mobile web,external,58181
2016-10-12,mobile web,external (search engine),4259421
2016-10-12,mobile web,internal,1315262
2016-10-12,mobile web,none,2853990
2016-10-13,desktop,external,114334
2016-10-13,desktop,external (search engine),3492967
2016-10-13,desktop,internal,2538998
2016-10-13,desktop,none,964820
2016-10-13,mobile app,none,247053
2016-10-13,mobile web,external,65925
2016-10-13,mobile web,external (search engine),4509676
2016-10-13,mobile web,internal,1392161
2016-10-13,mobile web,none,2949163
2016-10-14,desktop,external,113106
2016-10-14,desktop,external (search engine),3234915
2016-10-14,desktop,internal,2375157
2016-10-14,desktop,none,1024975
2016-10-14,mobile app,none,236368
2016-10-14,mobile web,external,63847
2016-10-14,mobile web,external (search engine),4258556
2016-10-14,mobile web,internal,1357244
2016-10-14,mobile web,none,2898265
2016-10-15,desktop,external,90800
2016-10-15,desktop,external (search engine),2350926
2016-10-15,desktop,internal,1968058
2016-10-15,desktop,none,881908
2016-10-15,mobile app,none,252308
2016-10-15,mobile web,external,63934
2016-10-15,mobile web,external (search engine),4378707
2016-10-15,mobile web,internal,1423428
2016-10-15,mobile web,none,3005284
2016-10-16,desktop,external,92221
2016-10-16,desktop,external (search engine),2590425
2016-10-16,desktop,internal,2100147
2016-10-16,desktop,none,882804
2016-10-16,mobile app,none,286953
2016-10-16,mobile web,external,67464
2016-10-16,mobile web,external (search engine),5058835
2016-10-16,mobile web,internal,1663649
2016-10-16,mobile web,none,3306031
2016-10-17,desktop,external,120679
2016-10-17,desktop,external (search engine),3550245
2016-10-17,desktop,internal,2546110
2016-10-17,desktop,none,1006913
2016-10-17,mobile app,none,235662
2016-10-17,mobile web,external,69086
2016-10-17,mobile web,external (search engine),4390541
2016-10-17,mobile web,internal,1387872
2016-10-17,mobile web,none,2953255
2016-10-18,desktop,external,118709
2016-10-18,desktop,external (search engine),3571607
2016-10-18,desktop,internal,2567377
2016-10-18,desktop,none,1012319
2016-10-18,mobile app,none,266016
2016-10-18,mobile web,external,69233
2016-10-18,mobile web,external (search engine),4968011
2016-10-18,mobile web,internal,1649546
2016-10-18,mobile web,none,3237474
2016-10-19,desktop,external,114791
2016-10-19,desktop,external (search engine),3598525
2016-10-19,desktop,internal,2614464
2016-10-19,desktop,none,1146704
2016-10-19,mobile app,none,242808
2016-10-19,mobile web,external,67723
2016-10-19,mobile web,external (search engine),4562266
2016-10-19,mobile web,internal,1460980
2016-10-19,mobile web,none,3019673
2016-10-20,desktop,external,118382
2016-10-20,desktop,external (search engine),3475551
2016-10-20,desktop,internal,2533080
2016-10-20,desktop,none,1045166
2016-10-20,mobile app,none,232812
2016-10-20,mobile web,external,64783
2016-10-20,mobile web,external (search engine),4317771
2016-10-20,mobile web,internal,1373250
2016-10-20,mobile web,none,2894951
2016-10-21,desktop,external,108824
2016-10-21,desktop,external (search engine),3176403
2016-10-21,desktop,internal,2350048
2016-10-21,desktop,none,911354
2016-10-21,mobile app,none,228552
2016-10-21,mobile web,external,63698
2016-10-21,mobile web,external (search engine),4149212
2016-10-21,mobile web,internal,1331648
2016-10-21,mobile web,none,2814841
2016-10-22,desktop,external,101161
2016-10-22,desktop,external (search engine),2322728
2016-10-22,desktop,internal,1905336
2016-10-22,desktop,none,741912
2016-10-22,mobile app,none,244060
2016-10-22,mobile web,external,56096
2016-10-22,mobile web,external (search engine),4303464
2016-10-22,mobile web,internal,1404771
2016-10-22,mobile web,none,2909783
2016-10-23,desktop,external,101404
2016-10-23,desktop,external (search engine),2837828
2016-10-23,desktop,internal,2180237
2016-10-23,desktop,none,818414
2016-10-23,mobile app,none,294893
2016-10-23,mobile web,external,63763
2016-10-23,mobile web,external (search engine),5226654
2016-10-23,mobile web,internal,1719943
2016-10-23,mobile web,none,3337652
2016-10-24,desktop,external,123468
2016-10-24,desktop,external (search engine),3764591
2016-10-24,desktop,internal,2730368
2016-10-24,desktop,none,947851
2016-10-24,mobile app,none,241334
2016-10-24,mobile web,external,65290
2016-10-24,mobile web,external (search engine),4505494
2016-10-24,mobile web,internal,1404904
2016-10-24,mobile web,none,2929550
2016-10-25,desktop,external,119260
